id	molecularFormula	adduct	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#all classifications
230_mz3_iin_sirius_257	C30H24O13	[M - H2O + H]+	Shikimates and Phenylpropanoids	0.9996108412742615	Flavonoids	0.9984853863716125	Flavan-3-ols	0.6218991279602051	Catechins	0.9832805395126343	Flavan-3-ols	0.9841523766517639	Flavans	0.9866031408309937	Flavonoids	0.9989513158798218	Phenylpropanoids and polyketides	0.991644561290741	Organic compounds; Organoheterocyclic compounds; Ketones; Benzopyrans; Alkyl aryl ethers; Alcohols and polyols; Phenols; Catechols; Benzoic acids and derivatives; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Benzoyl derivatives; Organooxygen compounds; Flavonoids; Flavans; Pyrogallols and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Hydroxybenzoic acid derivatives; Gallic acid and derivatives; Benzenediols; Benzenetriols and derivatives; Benzoic acid esters; Catechins; Acetals; Secondary alcohols; Benzene and substituted derivatives; Polyols; Benzenoids; 3-hydroxyflavonoids; 3'-hydroxyflavonoids; 4'-hydroxyflavonoids; Hydroxyflavonoids; 5-hydroxyflavonoids; 7-hydroxyflavonoids; Flavan-3-ols; 1-benzopyrans; Cyclic ketones; Galloyl esters; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; m-Hydroxybenzoic acid esters; p-Hydroxybenzoic acid esters; p-Hydroxybenzoic acid alkyl esters; Chemical entities
624_mz3_iin_sirius_700	C10H10O4	[M - H2O + H]+	Shikimates and Phenylpropanoids	0.9980525970458984	Phenylpropanoids (C6-C3)	0.9994687438011169	Cinnamic acids and derivatives	0.9996292591094971	Coumaric acids and derivatives	0.9754278063774109	Coumaric acids and derivatives	0.9754278063774109	Hydroxycinnamic acids and derivatives	0.9874968528747559	Cinnamic acids and derivatives	0.9540141224861145	Phenylpropanoids and polyketides	0.9968011379241943	Organic compounds; Styrenes; Coumaric acids and derivatives; Alkyl aryl ethers; Phenols; Anisoles; Methoxyphenols; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Cinnamic acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Hydroxycinnamic acids and derivatives; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Hydroxycinnamic acids; Cinnamic acids; Organic oxides; Methoxybenzenes; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Phenoxy compounds; Chemical entities
492_mz3_iin_sirius_541	C17H22O3	[M + Na]+	Terpenoids	0.9981123208999634	Sesquiterpenoids	0.9411048889160156	Eudesmane sesquiterpenoids	0.29294711351394653	Sesquiterpene lactones	0.7479298114776611	Sesquiterpene lactones	0.7479298114776611	Terpene lactones	0.9450045824050903	Prenol lipids	0.8873795866966248	Lipids and lipid-like molecules	0.8358811140060425	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Lactones; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Gamma butyrolactones; Terpene lactones; Sesquiterpene lactones; Sesquiterpenoids; Carbonyl compounds; Tetrahydrofurans; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
108_mz3_iin_sirius_124	C18H24N2O6S2	[M + H]+	Amino acids and Peptides	0.7794677019119263	Small peptides	0.22662433981895447	Dipeptides	0.39398252964019775	Benzenesulfonamides	0.6510668992996216			Benzenesulfonamides	0.6510668992996216	Benzene and substituted derivatives	0.9245955944061279	Benzenoids	0.9854310750961304	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Benzenesulfonamides; Alkyl aryl ethers; Thiazolidines; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid derivatives; Sulfonyls; Organosulfonamides; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Azolidines; Sulfenyl compounds; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Benzenesulfonyl compounds; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities
426_mz3_iin_sirius_468	C20H30O4	[M + H]+	Terpenoids	0.7531020641326904	Diterpenoids	0.4822942614555359	Kaurane and Phyllocladane diterpenoids	0.1650698184967041	Oxosteroids	0.5850779414176941			Oxosteroids	0.5850779414176941	Steroids and steroid derivatives	0.31278422474861145	Lipids and lipid-like molecules	0.7019184827804565	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Oxosteroids; Carboxylic acid esters; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
109_mz3_iin_sirius_125	C12H9O	[M - H2O + H]+	Shikimates and Phenylpropanoids	0.6794959902763367	Polycyclic aromatic polyketides	0.668952226638794	Anthraquinones and anthrones	0.442473441362381	Benzenoids	0.9972350001335144							Benzenoids	0.9972350001335144	Organic compounds; Organooxygen compounds; Benzenoids; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
427_mz3_iin_sirius_469	C19H30O4	[M - H2O + H]+	Terpenoids	0.8149005174636841	Diterpenoids	0.599626898765564	Kaurane and Phyllocladane diterpenoids	0.3811204731464386	Prenol lipids	0.6444945335388184					Prenol lipids	0.6444945335388184	Lipids and lipid-like molecules	0.5712816119194031	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Prenol lipids; Organooxygen compounds; Cyclic alcohols and derivatives; Secondary alcohols; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
48_mz3_iin_sirius_60	C15H14O6	[M + H]+	Shikimates and Phenylpropanoids	0.9996850490570068	Flavonoids	0.9995025396347046	Flavan-3-ols	0.9999765157699585	Catechins	0.9923101663589478	Flavan-3-ols	0.9958166480064392	Flavans	0.9978170394897461	Flavonoids	0.9987659454345703	Phenylpropanoids and polyketides	0.9951987862586975	Organic compounds; Organoheterocyclic compounds; Benzopyrans; Alkyl aryl ethers; Alcohols and polyols; Phenols; Catechols; Ethers; Phenylpropanoids and polyketides; Organooxygen compounds; Flavonoids; Flavans; Benzenediols; Catechins; Secondary alcohols; Benzene and substituted derivatives; Polyols; Benzenoids; 3-hydroxyflavonoids; 3'-hydroxyflavonoids; 4'-hydroxyflavonoids; Hydroxyflavonoids; 5-hydroxyflavonoids; 7-hydroxyflavonoids; Flavan-3-ols; 1-benzopyrans; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities
493_mz3_iin_sirius_542	C20H28O	[M + H]+	Terpenoids	0.997334361076355	Apocarotenoids	0.3211961090564728	Apocarotenoids (Î²-)	0.7754255533218384	Retinoids	0.7219744920730591			Retinoids	0.7219744920730591	Prenol lipids	0.8746199011802673	Lipids and lipid-like molecules	0.9909952282905579	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Prenol lipids; Primary alcohols; Organooxygen compounds; Diterpenoids; Retinoids; Alpha,beta-unsaturated carbonyl compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
559_mz3_iin_sirius_620	C34H64N2O11S	[M - H2O + H]+	Polyketides	0.5168684720993042	Linear polyketides	0.43232038617134094	Open-chain polyketides	0.4493776857852936	Alpha amino acids and derivatives	0.6845486164093018	Amino acids and derivatives	0.9209154844284058	Amino acids, peptides, and analogues	0.9059060215950012	Carboxylic acids and derivatives	0.9722332954406738	Organic acids and derivatives	0.9996316432952881	Organic compounds; Organosulfur compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monosaccharides; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Polyols; Amines; Primary amines; Sulfenyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
169_mz3_iin_sirius_192	C18H42N3O11S	[M + K]+	Alkaloids	0.10511019825935364	Ornithine alkaloids	0.10872601717710495	Polyamines	0.05226493999361992	Alpha amino acids and derivatives	0.5952549576759338	Amino acids and derivatives	0.4450279772281647	Amino acids, peptides, and analogues	0.4459981918334961	Carboxylic acids and derivatives	0.298831582069397	Organic acids and derivatives	0.9996539354324341	Organic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Alpha amino acids and derivatives; Alcohols and polyols; N-organohydroxylamines; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Organic sulfuric acids and derivatives; Monoalkylamines; N-acyl amines; Monocarboxylic acids and derivatives; Sulfonyls; Secondary alcohols; Amines; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
357_mz3_iin_sirius_392	C17H24O3	[M + H]+	Terpenoids	0.9723321795463562	Sesquiterpenoids	0.5967170000076294	Caryophyllane sesquiterpenoids	0.08679801970720291	Prenol lipids	0.6662227511405945					Prenol lipids	0.6662227511405945	Lipids and lipid-like molecules	0.6116349101066589	Organic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Prenol lipids; Organooxygen compounds; Tertiary alcohols; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
560_mz3_iin_sirius_621	C16H33NO3	[M + H]+	Fatty acids	0.6601847410202026	Fatty amides	0.775751531124115	N-acyl amines	0.6405227780342102	Amino fatty acids	0.5262012481689453	Amino fatty acids	0.5262012481689453	Fatty acids and conjugates	0.29688411951065063	Fatty Acyls	0.6259141564369202	Lipids and lipid-like molecules	0.4619362950325012	Organic compounds; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Carboxylic acid amides; Amino fatty acids; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
110_mz3_iin_sirius_126	C13H10O2	[M - H2O + H]+	Shikimates and Phenylpropanoids	0.7916557192802429	Naphthalenes	0.23769643902778625	Phenanthrenes	0.23309901356697083	Benzochromones	0.6136418581008911	Chromones	0.1626891791820526	1-benzopyrans	0.5636340379714966	Benzopyrans	0.517615020275116	Organoheterocyclic compounds	0.6312199831008911	Organic compounds; Organoheterocyclic compounds; Naphthalenes; Ketones; Benzopyrans; Organic acids and derivatives; Organooxygen compounds; Naphthopyrans; Naphthopyranones; Benzochromones; Carbonyl compounds; Benzenoids; 1-benzopyrans; Aryl ketones; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
428_mz3_iin_sirius_470	C19H30O4	[M + Na]+	Terpenoids	0.471963107585907	Eicosanoids	0.4981471002101898	Prostaglandins	0.41176551580429077	Long-chain fatty acids	0.5757620930671692	Long-chain fatty acids	0.5757620930671692	Fatty acids and conjugates	0.5325527787208557	Fatty Acyls	0.7336296439170837	Lipids and lipid-like molecules	0.9109131097793579	Organic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
231_mz3_iin_sirius_258	C31H28O12	[M + H]+	Shikimates and Phenylpropanoids	0.9936914443969727	Flavonoids	0.9969139099121094	Proanthocyanins	0.8823226690292358	Biflavonoids and polyflavonoids	0.703534722328186			Biflavonoids and polyflavonoids	0.703534722328186	Flavonoids	0.9995784163475037	Phenylpropanoids and polyketides	0.9990129470825195	Organic compounds; Organoheterocyclic compounds; Benzopyrans; Alkyl aryl ethers; Alcohols and polyols; Phenols; Catechols; Ethers; Phenylpropanoids and polyketides; Organooxygen compounds; Flavonoids; Flavans; Proanthocyanidins; Benzenediols; Catechins; Biflavonoids and polyflavonoids; Acetals; Secondary alcohols; Benzene and substituted derivatives; Polyols; Benzenoids; 3-hydroxyflavonoids; 3'-hydroxyflavonoids; 4'-hydroxyflavonoids; Hydroxyflavonoids; 5-hydroxyflavonoids; 7-hydroxyflavonoids; Flavan-3-ols; 1-benzopyrans; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities
294_mz3_iin_sirius_325	C25H30O11	[M + K]+	Shikimates and Phenylpropanoids	0.7945603728294373	Flavonoids	0.8191384077072144	Flavan-3-ols	0.26164689660072327	Phenolic glycosides	0.730185866355896	Glycosyl compounds	0.9794310927391052	Carbohydrates and carbohydrate conjugates	0.9990384578704834	Organooxygen compounds	0.9999972581863403	Organic oxygen compounds	1.0	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Phenols; Ethers; Phenylpropanoids and polyketides; Organooxygen compounds; Monosaccharides; Secondary alcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Benzenoids; Oxacyclic compounds; Hydrocarbon derivatives; Phenolic glycosides; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities
561_mz3_iin_sirius_622	C16H33NO3	[M + Na]+	Fatty acids	0.744280993938446	Fatty amides	0.7944241762161255	N-acyl amines	0.625381350517273	Amino acids and derivatives	0.7900194525718689	Amino acids and derivatives	0.7900194525718689	Amino acids, peptides, and analogues	0.7975584864616394	Carboxylic acids and derivatives	0.9598796367645264	Organic acids and derivatives	0.9847840070724487	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
170_mz3_iin_sirius_193	C24H52N3O13	[M + Na]+	Carbohydrates	0.8273223042488098	Ornithine alkaloids	0.2771441638469696	Polyamines	0.39376887679100037	Aminoglycosides	0.8740414977073669	Aminosaccharides	0.8045854568481445	Carbohydrates and carbohydrate conjugates	0.9615897536277771	Organooxygen compounds	1.0	Organic oxygen compounds	1.0	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Amino acids, peptides, and analogues; Alcohols and polyols; Organic acids and derivatives; Organonitrogen compounds; Aminoglycosides; Primary alcohols; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Monoalkylamines; N-acyl amines; Monosaccharides; Secondary alcohols; 1,3-aminoalcohols; 1,2-aminoalcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Amines; Primary amines; Alkanolamines; Aminosaccharides; Fatty Acyls; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
494_mz3_iin_sirius_543	C20H28O5	[M - H2O + H]+	Terpenoids	0.9835622906684875	Diterpenoids	0.8120008707046509	Kaurane and Phyllocladane diterpenoids	0.3181321322917938	Kaurane diterpenoids	0.5455378293991089	Kaurane diterpenoids	0.5455378293991089	Diterpenoids	0.7851695418357849	Prenol lipids	0.7746495008468628	Lipids and lipid-like molecules	0.7952126860618591	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Prenol lipids; Organooxygen compounds; Hemiacetals; Carboxylic acid derivatives; Carboxylic acid esters; Cyclic alcohols and derivatives; Diterpenoids; Secondary alcohols; Tertiary alcohols; Carbonyl compounds; Polyols; Kaurane diterpenoids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
232_mz3_iin_sirius_259	C14H12O4	[M + H]+	Shikimates and Phenylpropanoids	0.9672439694404602	Stilbenoids	0.5122447609901428	Monomeric stilbenes	0.7189317941665649	Benzoyl derivatives	0.7209687232971191			Benzoyl derivatives	0.7209687232971191	Benzene and substituted derivatives	0.9633724689483643	Benzenoids	0.9999101161956787	Organic compounds; Styrenes; Phenols; Resorcinols; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Benzoyl derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Benzenediols; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Phenoxy compounds; Chemical entities
625_mz3_iin_sirius_701	C26H38O6	[M + H]+	Terpenoids	0.7778334021568298	Diterpenoids	0.633348822593689	Colensane and Clerodane diterpenoids	0.43290194869041443	Coumaric acids and derivatives	0.7023786902427673	Coumaric acids and derivatives	0.7023786902427673	Hydroxycinnamic acids and derivatives	0.8649128675460815	Cinnamic acids and derivatives	0.8969212174415588	Phenylpropanoids and polyketides	0.8678536415100098	Organic compounds; Lipids and lipid-like molecules; Styrenes; Coumaric acids and derivatives; Alkyl aryl ethers; Alcohols and polyols; Phenols; Anisoles; Methoxyphenols; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Cinnamic acids and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Hydroxycinnamic acids and derivatives; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Cinnamic acid esters; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Fatty Acyls; Organic oxides; Methoxybenzenes; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Phenoxy compounds; Chemical entities
358_mz3_iin_sirius_393	C13H25N3O2	[M + Na]+	Alkaloids	0.7712743282318115	Lysine alkaloids	0.23836219310760498	Piperidine alkaloids	0.12133891880512238	Lipids and lipid-like molecules	0.6402019262313843							Lipids and lipid-like molecules	0.6402019262313843	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Carbonyl compounds; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
429_mz3_iin_sirius_471	C17H22O3	[M + H]+	Terpenoids	0.8884571194648743	Sesquiterpenoids	0.3960641324520111	Podocarpane diterpenoids	0.17443640530109406	1-hydroxy-2-unsubstituted benzenoids	0.5888566374778748			1-hydroxy-2-unsubstituted benzenoids	0.5888566374778748	Phenols	0.7337842583656311	Benzenoids	0.954237699508667	Organic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Phenols; Prenol lipids; Organooxygen compounds; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Chemical entities
171_mz3_iin_sirius_194	C16H36N3O8	[M + Na]+	Carbohydrates	0.8369386196136475	Polyols	0.5373691916465759	Amino cyclitols	0.2571714222431183	Aminocyclitol glycosides	0.8500073552131653	Aminosaccharides	0.9054464101791382	Carbohydrates and carbohydrate conjugates	0.8624250292778015	Organooxygen compounds	0.9999992847442627	Organic oxygen compounds	1.0	Organic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Organonitrogen compounds; Aminoglycosides; Primary alcohols; Organooxygen compounds; Fatty amides; Monoalkylamines; Cyclic alcohols and derivatives; Monosaccharides; Acetals; Secondary alcohols; Aminocyclitol glycosides; 1,2-aminoalcohols; Oxanes; Glycosyl compounds; Amines; Primary amines; Alkanolamines; Cyclitols and derivatives; Aminocyclitols and derivatives; Cyclohexanols; Cyclohexylamines; Aminosaccharides; Fatty Acyls; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
111_mz3_iin_sirius_127	C9H16N3O4S	[M - H4O2 + H]+	Alkaloids	0.8299626111984253	Small peptides	0.24157294631004333	Aminoacids	0.2677168548107147	Alpha amino acids	0.5373746752738953	Amino acids and derivatives	0.11028292775154114	Amino acids, peptides, and analogues	0.10064087063074112	Carboxylic acids and derivatives	0.2797524929046631	Organic acids and derivatives	0.829623281955719	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Monoalkylamines; Thioethers; Carboxylic acids; Thia fatty acids; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Sulfenyl compounds; Dialkylthioethers; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
49_mz3_iin_sirius_61	C40H44O16	[M + H]+	Shikimates and Phenylpropanoids	0.9925907850265503	Flavonoids	0.9938754439353943	Proanthocyanins	0.840812087059021	Catechins	0.9999538660049438	Flavan-3-ols	0.9999576807022095	Flavans	0.9998027682304382	Flavonoids	0.9993834495544434	Phenylpropanoids and polyketides	0.9969606995582581	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Benzopyrans; Alkyl aryl ethers; Alcohols and polyols; Phenols; Catechols; Tannins; Ethers; Phenylpropanoids and polyketides; Organooxygen compounds; Flavonoids; Flavans; Benzenediols; Monosaccharides; Catechins; Acetals; Secondary alcohols; Oxanes; Glycosyl compounds; Benzene and substituted derivatives; Polyols; Benzenoids; 3-hydroxyflavonoids; 3'-hydroxyflavonoids; 4'-hydroxyflavonoids; Hydroxyflavonoids; 5-hydroxyflavonoids; 7-hydroxyflavonoids; Flavan-3-ols; 1-benzopyrans; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities
430_mz3_iin_sirius_472	C24H24O10	[M + Na]+	Polyketides	0.33861303329467773	Sesquiterpenoids	0.13609559834003448	Simple phenolic acids	0.13234224915504456	Tetracarboxylic acids and derivatives	0.7054591774940491			Tetracarboxylic acids and derivatives	0.7054591774940491	Carboxylic acids and derivatives	0.9836207628250122	Organic acids and derivatives	0.997501790523529	Organic compounds; Organoheterocyclic compounds; Ketones; Alcohols and polyols; Benzoic acids and derivatives; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Benzoyl derivatives; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Benzoic acid esters; Secondary alcohols; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Tetracarboxylic acids and derivatives; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
359_mz3_iin_sirius_394	C16H24O2	[M - H2O + H]+	Terpenoids	0.8279492855072021	Sesquiterpenoids	0.49470460414886475	Estrane steroids	0.429543137550354	Lipids and lipid-like molecules	0.6186496019363403							Lipids and lipid-like molecules	0.6186496019363403	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
233_mz3_iin_sirius_260	C18H30O9	[M - H4O2 + H]+	Terpenoids	0.241304412484169	Monoterpenoids	0.04800589382648468	Phenylethanoids	0.05784770846366882	Alkyl glycosides	0.866239070892334	Alkyl glycosides	0.866239070892334	Fatty acyl glycosides	0.7796103954315186	Fatty Acyls	0.6507142186164856	Lipids and lipid-like molecules	0.7464653849601746	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Monosaccharides; Acetals; Secondary alcohols; Fatty acyl glycosides; Glycosyl compounds; Alkyl glycosides; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Benzenoids; Fatty acyl glycosides of mono- and disaccharides; Fatty Acyls; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
626_mz3_iin_sirius_702	C22H44N2O4S2	[M + Na]+	Alkaloids	0.6832942962646484	Fatty esters	0.6187289953231812	N-acyl amines	0.33000627160072327	Amino acids and derivatives	0.6806110739707947	Amino acids and derivatives	0.6806110739707947	Amino acids, peptides, and analogues	0.692156195640564	Carboxylic acids and derivatives	0.9120778441429138	Organic acids and derivatives	0.9287542700767517	Organic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid derivatives; Thioethers; Carbonyl compounds; Sulfenyl compounds; Dialkylthioethers; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
50_mz3_iin_sirius_62	C12H26O7	[M + Na]+	Fatty acids	0.8909854888916016	Fatty acyls	0.025312140583992004	Monoacylglycerols	0.019075479358434677	Glycosyl compounds	0.6712054014205933	Glycosyl compounds	0.6712054014205933	Carbohydrates and carbohydrate conjugates	0.9980213642120361	Organooxygen compounds	1.0	Organic oxygen compounds	1.0	Organic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Fatty alcohols; Monosaccharides; Acetals; Secondary alcohols; Glycosyl compounds; Benzene and substituted derivatives; Polyols; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
495_mz3_iin_sirius_544	C14H33N2OS2	[M + Na]+	Fatty acids	0.7516396641731262	Fatty amides	0.20334520936012268	Polyamines	0.20999714732170105	Sulfinyl compounds	0.5397135615348816					Sulfinyl compounds	0.5397135615348816	Organosulfur compounds	0.9955713152885437	Organic compounds; Organosulfur compounds; Organonitrogen compounds; Sulfinyl compounds; Sulfenyl compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
